HDS SKU #,SAP_CREATED_DATE,Internal Supplier Part #,DESCRIPTION,HDS_SUPPLIER_NUMBER,HDS_SUPPLIER_NAME,ProductHierarchy,MCAT,PCAT,ORDER_UNIT,EINA_PIR_QTY,EINA_UMREN,BASE_MARM_UMREN,BASE_QTY_OF_UOM,MATTYPE,GENITEMCAT,BUOM,AUOM,LENGTH_,WIDTH_,HEIGHT_,WEIGHT_,UPC,VOLUM,BASE_QUANTITY,EA_QTY_OF_UOM,EA_LENGTH_,EA_WIDTH_,EA_HEIGHT_,EA_WEIGHT_,EA_UPC,EA_VOLUM,EA_PACKAGING_LEVEL,PKG_QTY_OF_UOM,PKG_LENGTH_,PKG_WIDTH_,PKG_HEIGHT_,PKG_WEIGHT_,PKG_UPC,PKG_VOLUM,PKG_PACKAGING_LEVEL,PKG2_QTY_OF_UOM,PKG2_LENGTH_,PKG2_WIDTH_,PKG2_HEIGHT_,PKG2_WEIGHT_,PKG2_UPC,PKG2_VOLUM,PKG2_PACKAGING_LEVEL,CS_QTY_OF_UOM,CS_LENGTH_,CS_WIDTH_,CS_HEIGHT_,CS_WEIGHT_,CS_UPC,CS_VOLUM,CS_PACKAGING_LEVEL,PAL_QTY_OF_UOM,PAL_LENGTH_,PAL_WIDTH_,PAL_HEIGHT_,PAL_WEIGHT_,PAL_UPC,PAL_VOLUM,PAL_PACKAGING_LEVEL,MATRN_Duplicate,CONCAT_Error_Msg,Base_UOM_missing,Base_QTY_missing,Base_UPC_duplicate_found,Base_UPC_missing,Base_UPC_invalid,Base_Level_dimensions_missing,Base_weight_missing,Each_Level_data_missing,Each QTY > 1,Each dims = 0,Each weight = 0,Each_UPC_is_blank_or_0,Each_UPC_duplicate_found,Each_UPC_invalid,Each_Level_packaging_format_incorrect,Inner_Pack_Level_data_missing,Inner Pack QTY = 0,Inner Pack QTY = 1,Inner Pack dims = 0,Inner Pack dims = Each dims,Inner Pack dims < Each dims,Inner Pack weight = 0,Inner Pack weight = Each weight,Inner_Pack_weight_incorrect,Inner_Pack_UPC_is_blank_or_0,Inner_Pack_UPC_duplicate_found,Inner_Pack_UPC_invalid,Inner Pack UPC = Each UPC,Inner_Pack_Level_packaging_format_incorrect,Case_Level_data_missing,Case QTY = 0,Case QTY = 1,Case QTY = Inner Pack QTY,Case dims = 0,Case dims = Each dims,Case dims = Inner Pack dims,Case dims < Each dims,Case dims < Inner Pack dims,Case weight = 0,Case weight = Each weight,Case weight =  Inner Pack weight,Case_weight_incorrect,Case_UPC_is_blank_or_0,Case_UPC_duplicate_found,Case_UPC_invalid,Case UPC = Each UPC,Case UPC = Inner Pack UPC,Case_Level_packaging_format_incorrect,Pallet_Level_data_missing,Pallet QTY = 0,Pallet QTY = 1,Pallet QTY = Case QTY,Pallet dims = 0,Pallet dims = Each dims,Pallet dims = Inner Pack dims,Pallet dims = Case dims,Pallet dims < Each dims,Pallet dims < Inner Pack dims,Pallet dims < Case dims,Pallet weight = 0,Pallet weight = Each weight,Pallet weight = Inner Pack weight,Pallet weight = Case weight,Pallet_weight_incorrect,Pallet_UPC_duplicate_found,Pallet_UPC_invalid,Pallet UPC = Each UPC,Pallet UPC = Inner Pack UPC,Pallet UPC = Case UPC,Pallet_Level_packaging_format_incorrect,Requires Case level,Data_missing_for_all_levels,Duplicate_UPC_at_all_levels,UOM_and_PKG_Qty_mismatch,AUOM data < BUOM data,HDS SKU# duplicate found,Base dims = 1,Each dims = 1,Inner Pack dims = 1,Inner_Pack_QTY_is_incorrect,Case dims = 1,Case_QTY_is_incorrect,Pallet dims = 1,Pallet_QTY_is_incorrect,Pallet_dims_seem_high,DC_Ready
425159,20140802,HDS420197,Seasons® Brushed NICKEL Diverter Tub Spout For 1/2 Fip,0000040756,TEMPERED PRODUCTS INC.,24703003,Faucets/Showerheads,Shower Trim Kits & Tub Spouts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,5.500,3.000,2.750,0.52,194671018843,0.026,1,1,5.500,3.000,2.750,0.520,194671018843,0.026,EA,,,,,,,,,,,,,,,,,30,14.760,11.600,9.640,17.500,30194671018844,0.955,CS,1200,48.000,40.000,42.600,767.800,,47.334,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
144060,20091107,1402L3SM,"Irwin® Vise-Grip® 6"" Long Nose Locking Pliers With Wire Cutter",0000011920,STANLEY BLACK & DECKER : DEWALT,04602505,Tools,Hand Tools,EA,1,1,1,1,HAWA,ZNOR,EA,EA,0.700,2.450,8.550,0.42,038548014043,0.008,1,1,0.700,2.450,8.550,0.420,038548014043,0.008,EA,,,,,,,,,,,,,,,,,5,9.550,3.800,2.850,2.275,10038548014040,0.060,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
920932,20091107,97810-004H,"Kwikset® Kingston Storeroom Lever Keyed, Smartkey, Reversible, Commercial, Brass",0000006040,KWIKSET CORPORATION 5440,10702000,Hardware,Residential Locksets,EA,1,1,1,1,HALB,ZNOR,EA,EA,7.550,6.300,3.250,2.135,883351483520,0.089,1,1,7.550,6.300,3.250,2.135,883351483520,0.089,EA,,,,,,,,,,,,,,,,,12,20.100,13.700,8.950,27.090,10883351483527,1.426,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
205296,20141222,10004020,"32"" X 80"" White Full Louver Bi-Fold Door, 1-1/8"" Thick",0000042924,WOODGRAIN DISTRIBUTION,15112003,Millwork,Bi-Fold,EA,1,1,1,1,HALB,ZNOR,EA,EA,81.000,17.000,3.000,19.84,095624577861,2.391,1,1,81.000,17.000,3.000,19.840,095624577861,2.391,EA,,,,,,,,,,,,,,,,,,,,,,,,,24,81.250,34.000,33.500,500.000,956245778610,53.556,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
263336,20230217,6994,"Sas Safety® Gen-Nex™ Protective Hooded Coveralls, X-Large",0000013435,SAS SAFETY CORP,28427009,Safety Products,Safety Apparel,EA,1,1,1,1,HAWA,ZNOR,EA,EA,16.500,9.500,0.050,0.46,781311069947,0.005,1,1,16.500,9.500,0.050,0.460,781311069947,0.005,EA,4,9.000,8.500,4.750,1.900,10781311069944,0.210,PKG,,,,,,,,,24,16.920,10.230,15.780,12.470,20781311069941,1.581,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
197205,20091107,F0408B,Deflecto 8' Multi-Ply Flexible Duct,0000011852,DEFLECT-O,05350510,Appliance,Washer & Dryer Repair,EA,1,1,1,1,HAWA,ZNOR,EA,EA,4.600,4.800,6.200,0.72,079916430485,0.079,1,1,4.600,4.800,6.200,0.720,079916430485,0.079,EA,,,,,,,,,,,,,,,,,6,14.000,9.900,6.900,5.100,50079916430480,0.553,CS,468,48.000,40.000,35.500,351.000,,39.445,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
218410,20220707,H800577011,Seasons® Escutcheon Sleeve For Westwind Tub Shower Matte Black,0000040227,LOTA INTERNATIONAL FZE,24556014,Faucets/Showerheads,Shower & Tub Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,1.770,1.770,0.850,0.03,194671041766,0.002,1,1,1.770,1.770,0.850,0.030,194671041766,0.002,EA,,,,,,,,,,,,,,,,,150,12.200,11.610,7.870,4.870,30194671041767,0.645,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
246387,20220916,PROE38 S2 RH95 B (4500W/240V),Rheem Professional 38 G 4500w Short Residential Electric Water Heater 240v,0000013644,"RHEEM MANUFACTURING SALES, INC",26401502,Kitchen & Bath,Water Heaters,EA,1,1,1,1,HAWA,ZNOR,EA,EA,27.940,27.940,37.630,108,020352660479,17.000,1,1,27.940,27.940,37.630,108.000,020352660479,17.000,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
331345,20230816,1004A-WHD,Maintenance Warehouse® 15 Amp Disposal Decorator Wall Switch White Package Of 10,2000503078,"SHANGHAI ELE TRADING CO, LTD",07452506,Electrical,Wiring Devices,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,4.650,4.410,2.990,1.464,194671046914,0.035,10,,,,,,,,,1,4.650,4.410,2.990,1.464,194671046914,0.035,PKG,,,,,,,,,20,16.100,15.500,9.700,30.931,30194671046915,1.401,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
909167,20130726,909167,"Shield Security® Light Commercial Door Closer Size 4, Bronze",0000015574,"IMPERIAL USA, LTD",10310002,Hardware,Door Hinges & Closers,EA,1,1,1,1,HAWA,ZNOR,EA,EA,12.450,4.000,3.200,4.975,704780185055,0.092,1,1,12.450,4.000,3.200,4.975,704780185055,0.092,EA,,,,,,,,,,,,,,,,,6,13.300,12.750,7.300,31.120,10704780185052,0.716,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
104765,20200324,ZUATBC324,Zep Acidic Toilet Bowl Cleaner 32 Oz Case Of 4,0000012820,"AMREP, INC.",02150702,Janitorial/Cleaning,Cleaning Chemicals,CS,1,1,1,1,HAWA,ZNOR,CS,CS,9.650,5.300,11.250,10.02,20021709022890,0.333,4,,,,,,,,,,,,,,,,,,,,,,,,,1,9.650,5.300,11.250,10.020,20021709022890,0.333,CS,39,48.000,40.000,47.752,390.780,,53.058,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
311426,20100814,311426,"Feit 26 Wt Qd Cmpct Flrsct Blb, 2700 Klvn, G24q-3 Base Package Of 10",0000005275,FEIT ELECTRIC,25502302,Lamps & Ballasts,Fluorescent Bulbs,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,7.250,3.000,7.000,1.15,017801809619,0.088,10,1,0.000,0.000,0.000,0.000,,0.000,EA,1,7.250,3.000,7.000,1.150,017801809619,0.088,PKG,,,,,,,,,5,15.000,8.000,8.000,6.660,10017801809609,0.556,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
139174,20200903,14210R,Hamilton Beach 14210r Retractable Cord Iron Black,0000018561,"HAMILTON BEACH BRANDS, INC.",14850007,Hospitality Supply,Guest Room Appliances,EA,1,1,1,1,HAWA,ZNOR,EA,EA,12.300,5.200,6.000,2.925,040094142101,0.222,1,1,12.300,5.200,6.000,2.925,040094142101,0.222,EA,2,13.000,5.950,12.600,6.410,20040094142105,0.564,PKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
772225,20170428,S-MP-DAY-2001,"Days Inn By Wyndham® Memo Pads, 4.25 X 5.5, 8 Sheets, Case Of 500",0000041267,"RDI-USA, INC",14860610,Hospitality Supply,Guest Room Printed Supplies,CS,1,1,1,1,HAWA,ZNOR,CS,CS,11.850,9.650,6.950,13.93,816215025864,0.460,500,,,,,,,,,,,,,,,,,,,,,,,,,1,11.850,9.650,6.950,13.930,816215025864,0.460,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
106354,20091107,LG013410,Pfister Bedford Tub-Shower Valve Set Metal Verve,0000006999,PFISTER STOCK ONLY,24556007,Faucets/Showerheads,Shower & Tub Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,11.000,8.250,8.500,8.7,038877632284,0.446,1,1,11.000,8.250,8.500,8.700,038877632284,0.446,EA,,,,,,,,,,,,,,,,,4,16.500,11.500,17.100,35.650,50038877632289,1.878,CS,72,48.000,40.000,34.200,640.800,70038877632283,38.000,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
761793,20091107,C-TE-LIP-D432,"Lipton Decaffeinated Tea Bags, Case Of 432",0000041267,"RDI-USA, INC",14872704,Hospitality Supply,Food &Beverage Eqpmt &Supplies,CS,1,1,1,1,HAWA,ZNOR,CS,CS,17.250,7.450,6.050,3.57,10041000002905,0.450,432,,,,,,,,,,,,,,,,,,,,,,,,,1,17.250,7.450,6.050,3.570,10041000002905,0.450,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
226695,20220722,5015-04,Purell® Advanced Hand Sanitizer Refreshing Gel Clean Scent 1.5 Ltr Case Of 4,0000012794,"GOJO INDUSTRIES, INC.",02011102,Janitorial/Cleaning,Hand Sanitizer,CS,1,1,1,1,HAWA,ZNOR,CS,CS,8.130,7.500,11.060,12.7,10073852293811,0.390,4,,,,,,,,,,,,,,,,,,,,,,,,,1,8.130,7.500,11.060,12.700,10073852293811,0.390,CS,120,48.000,40.000,50.000,1574.000,,55.556,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
337686,20231110,543397,"Seasons Anchor Point Chrome 3 Piece Kit 24"" Towel Bar, Toilet Paper, Towel Ring",0000042820,DESIGN HOUSE IMPORT BATH HARDWARE,24558004,Faucets/Showerheads,Bathroom Decorative Hardware,EA,1,1,1,1,HAWA,ZNOR,EA,EA,26.380,6.300,2.560,1.61,044321543396,0.246,1,1,26.380,6.300,2.560,1.610,044321543396,0.246,EA,,,,,,,,,,,,,,,,,10,26.770,13.190,13.390,16.100,144321543393,2.736,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
531086,20120717,U37BRH,"Frost King 36"" Brown Aluminum Drip Cap And Door Shoe",0000012447,THERMWELL,10305002,Hardware,Weatherization & Thresholds,EA,1,1,1,1,HAWA,ZNOR,EA,EA,3.000,5.000,8.000,1.05,077578046846,0.069,1,1,3.000,5.000,8.000,1.050,077578046846,0.069,EA,,,,,,,,,,,,,,,,,12,36.600,7.500,5.000,12.600,10077578046843,0.794,CS,600,48.000,40.000,50.000,648.000,90077578046849,55.556,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
330603,20130716,JEE2GWE,"Maintenance Warehouse® LED Exit Sign, Economy, Battery Backup, Green",0000043867,NINGBO FEITUO ELECTRIC APPLIANCE CO,23511902,Lighting Fixtures,LED Fixtures,EA,1,1,1,1,HAWA,ZNOR,EA,EA,12.200,8.070,2.360,2.11,194671028477,0.134,1,1,12.200,8.070,2.360,2.110,194671028477,0.134,EA,,,,,,,,,,,,,,,,,6,15.350,12.800,8.860,14.020,30194671028478,1.007,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
447135,20091107,447135,Economy Hot/cold Shower Handle Clear 2.43”,0000043722,CSB INTERNATIONAL PRODUCTS (TAIWAN),24556000,Faucets/Showerheads,Shower & Tub Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,3.000,2.500,2.500,0.23,845724010504,0.011,1,1,3.000,2.500,2.500,0.230,845724010504,0.011,EA,,,,,,,,,,,,,,,,,200,14.300,14.300,22.100,48.520,10845724010501,2.615,CS,2000,48.000,40.000,36.000,558.500,,40.000,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
404635,20160330,G0013892SP,"Gerber Wicker Park Single Hole Countertop Lavatory Sink, U-Shaped Basin, White",0000005475,GERBER PLUMBING FIXTURES CORP,24551024,Faucets/Showerheads,Sinks,EA,1,1,1,1,HAWA,ZNOR,EA,EA,23.600,18.900,9.400,34.18,671052641536,2.426,1,1,23.600,18.900,9.400,34.180,671052641536,2.426,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
282505,20161004,SHD935,"Adenna Shadow Nitrile Exam, Pf, Black, 6 Mil M, Box Of 100",0000029873,ADENNA,28424009,Safety Products,Hand Protection,CS,10,1,1,10,HAWA,ZNOR,BOX,BOX,9.150,5.000,2.950,1.4,653195329359,0.078,100,,,,,,,,,1,9.150,5.000,2.950,1.400,653195329359,0.078,BOX,,,,,,,,,10,14.500,10.450,9.550,15.090,10653195329356,0.837,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
531395,20120814,8-GS,"Blaster® 5.5 Oz Graphite Dry Lube, Quick Drying Film",2000500823,ADVANCED DISTRIBUTION SERVICES,04603501,Tools,Lubricants,EA,1,1,1,1,HAWA,ZNOR,EA,EA,2.250,2.250,7.500,0.5,032167220083,0.022,1,1,2.250,2.250,7.500,0.500,032167220083,0.022,EA,,,,,,,,,,,,,,,,,12,9.550,7.150,8.550,7.000,10032167220080,0.338,CS,2160,48.000,42.000,53.000,1310.000,,61.834,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
223475,20221205,HEH093J35AXXX,"Amana® 9,000 BTU 230v 20 Amp Heat Pump High Efficiency Ptac Thermostat Required",0000015735,AMANA COMPANY L.P.,06407527,HVAC,PTAC & Ductless (Mini Splits),EA,1,1,1,1,HAWA,ZNOR,EA,EA,26.500,47.000,20.500,122,663051671614,14.776,1,1,26.500,47.000,20.500,122.000,663051671614,14.776,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
108826,20130722,4275-200,"Sunbeam Greensense Full Size Steam Master, Black, Retractable",2000500714,STAR ELITE INC.,14850007,Hospitality Supply,Guest Room Appliances,EA,1,1,1,1,HAWA,ZNOR,EA,EA,13.400,6.300,5.500,3.32,027045765879,0.269,1,1,13.400,6.300,5.500,3.320,027045765879,0.269,EA,,,,,,,,,,,,,,,,,4,14.100,11.800,13.400,14.100,40027045765877,1.290,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
912901,20091107,11-068 626,"Schlage A Series 2-3/8"" Spring Latch , Satin Chrome",0000041793,SECURITY LOCK DISTRIBUTORS - NSTK,10702200,Hardware,Commercial Locksets,EA,1,1,1,1,HALB,ZNOR,EA,EA,2.375,1.000,2.250,0.25,840067611814,0.003,1,1,2.375,1.000,2.250,0.250,840067611814,0.003,EA,,,,,,,,,,,,,,,,,2,2.375,2.000,2.250,0.500,197163350551,0.006,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
760293,20091107,760293,Cotton Bay Essential Bath Towel Cam 24x50 10 5 Lbs/dozen Whitecase Of 60,0000029983,"CAMTEX INDUSTRIES, L.L.C.",19860201,Textiles,Towels,CS,1,1,1,1,HAWA,ZNOR,CS,CS,25.000,12.500,29.000,56.5,194671011424,5.245,60,,,,,,,,,,,,,,,,,,,,,,,,,1,25.000,12.500,29.000,56.500,194671011424,5.245,CS,12,50.000,40.000,62.000,779.000,,71.760,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
210647,20220217,GDF450PSRSS,GE GE Stainless Plastic Interior Smart Dishwasher,0000014624,GE DISTRIBUTION FINANCE,05380021,Appliance,Dishwashers,EA,1,1,1,1,HAWA,ZNOR,EA,EA,26.062,24.625,35.375,65,084691853244,13.138,1,1,26.062,24.625,35.375,65.000,084691853244,13.138,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
241867,20220908,QA-036,Seasons 3-Spray Shower Head In Brushed NICKEL,0000040227,LOTA INTERNATIONAL FZE,24302700,Faucets/Showerheads,Showerheads & Accessories,EA,1,1,1,1,HAWA,ZNOR,EA,EA,3.350,3.350,3.740,0.54,076335184203,0.024,1,1,3.350,3.350,3.740,0.540,076335184203,0.024,EA,,,,,,,,,,,,,,,,,12,12.400,7.480,7.870,7.080,30076335184204,0.422,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
268633,20230407,CAPFA2418B6,"Goodman Cased Aluminum Evaporator Coil, Upflow/downflow 1.5-2 Ton, 17.5"" Cabinet",0000040431,GOODMAN,06404222,HVAC,"Air Handlers, Furnaces & Coils",EA,1,1,1,1,HAWA,ZNOR,EA,EA,26.250,20.000,20.500,38,663051629073,6.228,1,1,26.250,20.000,20.500,38.000,663051629073,6.228,EA,,,,,,,,,,,,,,,,,,,,,,,,,12,54.000,41.000,66.000,456.000,,84.563,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
498810,20091107,498810,Magnum Cartridge Rebuild Kit 5pk Package Of 5,0000040756,TEMPERED PRODUCTS INC.,24552700,Faucets/Showerheads,Faucet & Sink Repair Parts,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,1.600,4.450,7.900,0.17,039166129591,0.033,5,,,,,,,,,1,1.600,4.450,7.900,0.170,039166129591,0.033,PKG,,,,,,,,,50,7.670,7.670,15.940,9.259,10039166129598,0.543,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
157667,20201223,GDF510PSRSS,"Ge® Dishwasher With Front Control, Stainless Steel",0000014624,GE DISTRIBUTION FINANCE,05380021,Appliance,Dishwashers,EA,1,1,1,1,HAWA,ZNOR,EA,EA,44.500,24.562,19.062,66.35,084691853305,12.057,1,1,44.500,24.562,19.062,66.350,084691853305,12.057,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
226917,20220902,TFX210B,"Shield Security Flat Ball Privacy Knob 2-3/8""-2-3/4"" Grade 3 Stn NICKEL",2000500765,TAIWAN FU HSING INDUSTRIAL CO LTD,10702011,Hardware,Residential Locksets,EA,1,1,1,1,HAWA,ZNOR,EA,EA,6.970,3.620,3.110,1.01,194671042510,0.045,1,1,6.970,3.620,3.110,1.010,194671042510,0.045,EA,,,,,,,,,,,,,,,,,24,19.600,15.550,8.190,26.190,30194671042511,1.445,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
129247,20091107,U9375,"Adjustable Plastic 1"" Flag Pole Holder, White",0000006994,PRIME LINE PRODUCTS-CAT SKUS ONLY,35707001,Property Marketing,Flags & Flagpoles,EA,1,1,1,1,HAWA,ZNOR,EA,EA,7.500,7.500,3.000,0.42,049793392893,0.098,1,1,7.500,7.500,3.000,0.420,049793392893,0.098,EA,,,,,,,,,,,,,,,,,6,8.000,8.250,8.000,2.730,10049793392890,0.306,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
246072,20190826,NT200BWQF,"Best Western Enova Green™ T200 Flat Sheet, Queen, 90x115"", White, Case Of 24",2000500701,ZENITH HOME CORP.,19860104,Textiles,Sheets,CS,1,1,1,1,HAWA,ZNOR,CS,CS,16.000,15.000,11.000,43.43,10043197008418,1.528,24,,,,,,,,,,,,,,,,,,,,,,,,,1,16.000,15.000,11.000,43.430,10043197008418,1.528,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
462379,20091107,462379,Mixet Oversize Replacement Chrome Trim Kit,0000040222,DANCO CHINA,24552703,Faucets/Showerheads,Faucet & Sink Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,5.910,5.910,1.969,0.348,037155675487,0.040,1,1,5.910,5.910,1.969,0.348,037155675487,0.040,EA,,,,,,,,,,,,,,,,,24,12.992,13.386,13.386,8.818,50037155675482,1.347,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
